Invoice,customer_id,order_date,split,returned,order_value,log_order_value,n_lines,total_quantity,mean_unit_price,max_unit_price,price_vs_sku_mean,hour_of_day,day_of_week,is_uk,customer_prior_orders,customer_prior_returns,customer_prior_return_rate,customer_tenure_days,is_new_customer,basket_sku_return_rate,basket_max_sku_return_rate
SYN008944,1970.0,2010-09-22 11:19:00,train,0,349.21,5.858533,21,441.0,0.79,4.37,0.1883,13,2,1,5,2,0.4,111.9354,0,0.220652,0.47585
SYN008945,39.0,2010-09-22 12:07:00,train,0,251.35,5.530817,19,104.0,2.42,4.4,0.7101,12,2,1,0,0,-1.0,0.0,1,0.175668,0.259832
SYN008946,4207.0,2010-09-22 12:27:00,train,0,338.69,5.828033,16,94.0,3.6,10.41,1.4567,12,2,1,3,1,0.333333,179.5438,0,0.17141,0.23468
SYN008947,3289.0,2010-09-22 12:51:00,train,0,705.12,6.559785,25,46.0,15.33,17.77,3.9822,12,2,1,0,0,-1.0,0.0,1,0.181771,0.306478
SYN008948,737.0,2010-09-22 13:31:00,train,0,226.02,5.425038,14,136.0,1.66,5.95,0.4829,13,2,1,1,1,1.0,33.6062,0,0.172254,0.207849
SYN008949,4779.0,2010-09-22 14:56:00,train,0,71.08,4.277777,22,140.0,0.51,2.09,0.1479,11,2,1,0,0,-1.0,0.0,1,0.19686,0.316138
SYN008950,1876.0,2010-09-22 15:12:00,train,0,2448.37,7.803586,20,237.0,10.33,33.16,2.252,8,2,1,0,0,-1.0,0.0,1,0.185925,0.224082
SYN008951,3254.0,2010-09-22 16:12:00,train,0,1383.22,7.232892,29,99.0,13.97,72.78,2.6764,13,2,1,6,1,0.166667,250.9153,0,0.180274,0.241972
SYN008952,2259.0,2010-09-22 16:22:00,train,0,252.45,5.535167,22,656.0,0.38,1.11,0.1117,11,2,1,0,0,-1.0,0.0,1,0.207903,0.375871
SYN008953,1984.0,2010-09-22 17:30:00,train,0,284.26,5.653401,20,51.0,5.57,25.1,1.351,16,2,1,0,0,-1.0,0.0,1,0.191788,0.308048
SYN008954,2682.0,2010-09-22 17:43:00,train,0,170.75,5.14604,18,309.0,0.55,0.62,0.1459,13,2,1,0,0,-1.0,0.0,1,0.176712,0.272907
SYN008955,5797.0,2010-09-22 17:44:00,train,1,590.61,6.382848,22,268.0,2.2,5.02,0.5499,12,2,1,3,0,0.0,49.8979,0,0.191708,0.24141
SYN008956,5305.0,2010-09-22 18:13:00,train,0,165.82,5.116915,17,444.0,0.37,2.08,0.0887,13,2,1,6,1,0.166667,277.7597,0,0.182616,0.242017
SYN008957,824.0,2010-09-22 18:26:00,train,0,1157.7,7.055054,21,115.0,10.07,13.24,3.6707,12,2,1,8,3,0.375,248.2812,0,0.193234,0.270039
SYN008958,740.0,2010-09-22 18:27:00,train,0,586.98,6.376693,20,699.0,0.84,3.36,0.1606,14,2,1,4,1,0.25,110.9639,0,0.181405,0.311396
SYN008959,991.0,2010-09-22 19:01:00,train,1,660.27,6.494162,27,202.0,3.27,7.26,0.7599,14,2,1,5,0,0.0,173.8972,0,0.168866,0.242529
SYN008960,3599.0,2010-09-22 19:21:00,train,0,303.53,5.71877,22,33.0,9.2,26.53,2.8622,12,2,1,2,1,0.5,51.5708,0,0.172726,0.241988
SYN008961,5412.0,2010-09-22 20:19:00,train,0,51.74,3.965374,18,201.0,0.26,0.93,0.0805,13,2,1,3,1,0.333333,196.1875,0,0.193665,0.331267
SYN008962,1879.0,2010-09-22 20:58:00,train,0,517.36,6.25067,20,226.0,2.29,3.49,0.5787,14,2,1,1,1,1.0,91.3785,0,0.201023,0.360536
SYN008963,4294.0,2010-09-22 21:15:00,train,0,376.5,5.933571,15,254.0,1.48,7.19,0.4227,11,2,1,4,0,0.0,124.4049,0,0.176171,0.246613
SYN008964,2967.0,2010-09-22 22:31:00,train,1,122.42,4.815593,21,509.0,0.24,1.38,0.0526,9,2,1,7,1,0.142857,187.1639,0,0.188393,0.280504
SYN008965,4251.0,2010-09-22 22:43:00,train,1,1482.39,7.302085,25,351.0,4.22,13.5,1.1462,11,2,1,2,1,0.5,71.4924,0,0.190422,0.261445
SYN008966,5801.0,2010-09-22 22:59:00,train,0,216.48,5.382107,19,46.0,4.71,12.38,1.3688,16,2,1,0,0,-1.0,0.0,1,0.198792,0.250844
SYN008967,3051.0,2010-09-22 23:52:00,train,0,629.71,6.446846,16,70.0,9.0,20.22,1.8355,14,2,1,3,0,0.0,112.8861,0,0.191629,0.280484
SYN008968,4130.0,2010-09-23 04:00:00,train,1,322.31,5.778612,27,401.0,0.8,3.42,0.2479,12,3,1,0,0,-1.0,0.0,1,0.184023,0.311404
SYN008969,1176.0,2010-09-23 04:10:00,train,0,440.42,6.089997,16,163.0,2.7,14.48,0.3643,11,3,1,2,0,0.0,279.5694,0,0.162852,0.229699
SYN008970,603.0,2010-09-23 04:49:00,train,0,293.01,5.683614,19,262.0,1.12,4.97,0.2027,11,3,0,3,1,0.333333,146.3986,0,0.166655,0.213923
SYN008971,2321.0,2010-09-23 05:58:00,train,0,130.75,4.880906,32,83.0,1.58,2.95,0.3426,12,3,1,4,0,0.0,114.4236,0,0.189292,0.295561
SYN008972,4581.0,2010-09-23 06:23:00,train,1,167.01,5.124024,26,480.0,0.35,1.18,0.1071,9,3,1,1,0,0.0,55.0743,0,0.189599,0.302604
SYN008973,600.0,2010-09-23 06:59:00,train,0,88.13,4.490096,24,247.0,0.36,2.03,0.0899,13,3,1,1,1,1.0,32.2438,0,0.178949,0.285395
SYN008974,955.0,2010-09-23 07:20:00,train,0,3335.16,8.112576,31,112.0,29.78,98.19,6.4385,10,3,1,3,0,0.0,47.4153,0,0.191036,0.293401
SYN008975,4387.0,2010-09-23 07:25:00,train,0,927.92,6.834023,23,273.0,3.4,4.58,0.868,13,3,1,1,0,0.0,144.2451,0,0.178415,0.24338
SYN008976,4707.0,2010-09-23 07:26:00,train,0,81.77,4.416066,24,104.0,0.79,2.63,0.1713,10,3,1,1,0,0.0,44.734,0,0.195792,0.448236
SYN008977,5198.0,2010-09-23 08:40:00,train,0,670.76,6.509901,24,185.0,3.63,20.16,1.2077,16,3,1,2,0,0.0,189.7903,0,0.174,0.254601
SYN008978,4991.0,2010-09-23 09:03:00,train,0,142.25,4.964591,13,173.0,0.82,1.82,0.2053,19,3,1,5,1,0.2,127.5604,0,0.183397,0.325415
SYN008979,3174.0,2010-09-23 09:40:00,train,0,80.08,4.395436,23,147.0,0.54,0.67,0.1323,7,3,0,5,3,0.6,82.3868,0,0.173565,0.255233
SYN008980,1132.0,2010-09-23 09:48:00,train,0,143.75,4.975008,28,148.0,0.97,2.8,0.2501,13,3,1,1,1,1.0,7.9736,0,0.17874,0.28303
SYN008981,5570.0,2010-09-23 09:59:00,train,0,1977.83,7.590261,24,134.0,14.76,55.16,3.7941,14,3,1,0,0,-1.0,0.0,1,0.188373,0.337452
SYN008982,60.0,2010-09-23 10:10:00,train,0,154.94,5.049471,23,651.0,0.24,1.3,0.0718,11,3,1,3,2,0.666667,71.1083,0,0.194684,0.299147
SYN008983,5262.0,2010-09-23 11:01:00,train,0,204.5,5.325446,22,21.0,9.74,45.21,3.6792,13,3,1,1,0,0.0,121.4757,0,0.201867,0.274466
SYN008984,4835.0,2010-09-23 11:42:00,train,0,322.45,5.779045,23,178.0,1.81,2.06,0.3877,14,3,1,0,0,-1.0,0.0,1,0.181231,0.255198
SYN008985,2339.0,2010-09-23 11:52:00,train,0,236.79,5.471388,25,105.0,2.26,7.25,0.6331,11,3,1,6,1,0.166667,257.1806,0,0.182838,0.280999
SYN008986,4352.0,2010-09-23 12:20:00,train,0,290.9,5.676411,21,64.0,4.55,6.23,1.6577,7,3,1,3,1,0.333333,117.5104,0,0.182596,0.263483
SYN008987,2735.0,2010-09-23 12:29:00,train,1,420.85,6.04465,23,135.0,3.12,17.69,0.6929,10,3,1,0,0,-1.0,0.0,1,0.188485,0.342897
SYN008988,263.0,2010-09-23 13:11:00,train,0,1333.96,7.196657,19,28.0,47.64,224.78,10.5283,14,3,1,0,0,-1.0,0.0,1,0.200528,0.287618
SYN008989,540.0,2010-09-23 16:45:00,train,0,647.09,6.47403,19,119.0,5.44,28.63,0.9632,14,3,1,0,0,-1.0,0.0,1,0.187288,0.259109
SYN008990,2830.0,2010-09-23 16:48:00,train,0,114.36,4.748058,22,126.0,0.91,4.57,0.1958,12,3,1,1,0,0.0,5.775,0,0.178452,0.242909
SYN008991,858.0,2010-09-23 17:20:00,train,1,300.98,5.710361,24,325.0,0.93,3.14,0.262,12,3,1,1,0,0.0,18.2361,0,0.183279,0.274448
SYN008992,4359.0,2010-09-23 17:25:00,train,0,343.54,5.84221,15,130.0,2.64,12.91,0.7048,14,3,1,0,0,-1.0,0.0,1,0.180031,0.222055
SYN008993,206.0,2010-09-23 17:54:00,train,0,209.05,5.347346,21,264.0,0.79,3.18,0.1644,16,3,1,0,0,-1.0,0.0,1,0.175546,0.321567
SYN008994,2380.0,2010-09-23 19:08:00,train,0,260.2,5.565286,24,367.0,0.71,1.03,0.1643,12,3,1,0,0,-1.0,0.0,1,0.194425,0.269385
SYN008995,4580.0,2010-09-23 20:12:00,train,0,94.51,4.559231,25,170.0,0.56,1.66,0.0944,13,3,1,3,0,0.0,146.9243,0,0.185584,0.442514
SYN008996,2456.0,2010-09-23 20:12:00,train,0,1089.42,6.994318,15,83.0,13.13,74.69,4.3721,11,3,1,1,0,0.0,126.0826,0,0.17727,0.251009
SYN008997,5768.0,2010-09-23 20:52:00,train,0,137.06,4.927688,27,70.0,1.96,8.07,0.5009,14,3,0,5,2,0.4,138.3236,0,0.19254,0.440557
SYN008998,3647.0,2010-09-23 21:06:00,train,0,353.79,5.871526,26,112.0,3.16,18.11,0.6637,9,3,0,4,1,0.25,72.4312,0,0.171668,0.265724
SYN008999,2638.0,2010-09-23 21:34:00,train,0,960.13,6.86811,20,125.0,7.68,38.56,1.3792,14,3,1,2,0,0.0,152.9326,0,0.180892,0.274242
SYN009000,3391.0,2010-09-23 22:00:00,train,0,355.76,5.877063,21,70.0,5.08,10.01,1.9321,13,3,1,1,0,0.0,54.3833,0,0.195169,0.32051
SYN009001,2749.0,2010-09-23 22:38:00,train,0,819.6,6.710036,17,161.0,5.09,9.52,1.38,16,3,1,0,0,-1.0,0.0,1,0.175321,0.254358
SYN009002,5768.0,2010-09-23 23:09:00,train,1,255.85,5.548492,20,147.0,1.74,2.47,0.5517,12,3,0,6,2,0.333333,138.4188,0,0.195572,0.263565
SYN009003,3234.0,2010-09-24 00:15:00,train,1,1665.03,7.418199,21,101.0,16.49,54.35,3.5219,8,4,1,4,0,0.0,153.9486,0,0.174962,0.250745
SYN009004,3935.0,2010-09-24 00:16:00,train,0,266.79,5.590203,19,54.0,4.94,28.59,0.9048,13,4,1,7,1,0.142857,293.0312,0,0.191226,0.270027
SYN009005,960.0,2010-09-24 00:49:00,train,0,179.59,5.196229,20,41.0,4.38,19.6,0.9969,15,4,1,1,0,0.0,24.4514,0,0.184733,0.255326
SYN009006,4779.0,2010-09-24 01:39:00,train,0,114.35,4.747971,17,160.0,0.71,2.24,0.3486,15,4,1,1,0,0.0,1.4465,0,0.178753,0.295593
SYN009007,5091.0,2010-09-24 03:11:00,train,0,85.45,4.459566,23,138.0,0.62,3.48,0.1396,15,4,1,1,0,0.0,20.8757,0,0.181723,0.256179
SYN009008,4817.0,2010-09-24 03:14:00,train,0,719.82,6.580389,12,243.0,2.96,3.59,0.6728,8,4,1,1,0,0.0,4.5285,0,0.166618,0.228225
SYN009009,4956.0,2010-09-24 03:28:00,train,1,1695.85,7.436529,26,308.0,5.51,6.73,1.2881,14,4,1,0,0,-1.0,0.0,1,0.180258,0.24257
SYN009010,5112.0,2010-09-24 04:14:00,train,0,133.33,4.900299,14,168.0,0.79,1.94,0.1348,9,4,1,2,0,0.0,76.2875,0,0.181123,0.277747
SYN009011,3661.0,2010-09-24 05:11:00,train,0,91.11,4.522984,23,99.0,0.92,4.02,0.2099,11,4,1,4,0,0.0,119.766,0,0.18714,0.251069
SYN009012,1043.0,2010-09-24 05:14:00,train,0,167.52,5.127054,18,143.0,1.17,6.66,0.2632,10,4,1,4,1,0.25,137.6278,0,0.179051,0.238574
SYN009013,2277.0,2010-09-24 05:15:00,train,1,181.11,5.204611,28,142.0,1.28,6.66,0.4024,10,4,0,4,0,0.0,92.7819,0,0.182951,0.264594
SYN009014,926.0,2010-09-24 05:35:00,train,0,530.21,6.275157,18,378.0,1.4,8.14,0.3214,11,4,1,1,1,1.0,45.8632,0,0.179803,0.281095
SYN009015,3477.0,2010-09-24 05:36:00,train,1,247.63,5.515966,24,219.0,1.13,5.39,0.2072,12,4,1,5,1,0.2,233.266,0,0.176897,0.258623
SYN009016,230.0,2010-09-24 06:13:00,train,0,105.49,4.668051,18,313.0,0.34,1.99,0.0777,10,4,1,5,0,0.0,182.7153,0,0.202639,0.271548
SYN009017,5038.0,2010-09-24 06:33:00,train,0,449.24,6.109781,22,77.0,5.83,11.91,1.7635,6,4,1,4,0,0.0,52.5014,0,0.186622,0.277698
SYN009018,3436.0,2010-09-24 07:03:00,train,0,84.9,4.453184,23,153.0,0.55,0.79,0.1814,15,4,1,8,2,0.25,230.9868,0,0.190256,0.255715
SYN009019,375.0,2010-09-24 07:45:00,train,0,114.24,4.747017,24,53.0,2.16,4.05,0.6281,12,4,0,6,0,0.0,205.2354,0,0.201759,0.299129
SYN009020,173.0,2010-09-24 07:52:00,train,0,291.75,5.679319,21,293.0,1.0,4.63,0.2143,11,4,1,2,1,0.5,59.391,0,0.179286,0.265975
SYN009021,1833.0,2010-09-24 07:54:00,train,0,34.96,3.582407,15,86.0,0.41,0.55,0.1158,12,4,1,2,1,0.5,99.6306,0,0.194036,0.318345
SYN009022,4777.0,2010-09-24 09:14:00,train,0,577.96,6.361233,21,326.0,1.77,7.93,0.5842,14,4,1,2,0,0.0,112.7569,0,0.178813,0.246428
SYN009023,1637.0,2010-09-24 09:20:00,train,0,209.36,5.34882,22,32.0,6.54,26.96,1.8513,12,4,1,5,0,0.0,168.059,0,0.19395,0.312323
SYN009024,3056.0,2010-09-24 09:56:00,train,1,868.16,6.767527,22,93.0,9.34,19.65,1.8259,10,4,1,7,1,0.142857,163.2778,0,0.186597,0.242546
SYN009025,1341.0,2010-09-24 10:23:00,train,0,79.09,4.383151,22,68.0,1.16,6.51,0.2487,11,4,1,2,1,0.5,169.6292,0,0.191949,0.254652
SYN009026,577.0,2010-09-24 10:31:00,train,0,154.83,5.048766,21,605.0,0.26,1.52,0.0659,9,4,1,2,1,0.5,68.1729,0,0.180941,0.264581
SYN009027,1157.0,2010-09-24 10:59:00,train,0,528.62,6.27216,24,138.0,3.83,10.15,0.9717,14,4,1,9,1,0.111111,268.9556,0,0.19433,0.301146
SYN009028,5581.0,2010-09-24 12:11:00,train,0,256.95,5.552766,26,148.0,1.74,2.05,0.3523,18,4,1,0,0,-1.0,0.0,1,0.188633,0.274237
SYN009029,2832.0,2010-09-24 12:35:00,train,1,394.35,5.979771,24,92.0,4.29,16.31,1.0648,14,4,1,4,1,0.25,57.3271,0,0.182344,0.297508
SYN009030,5343.0,2010-09-24 13:31:00,train,1,682.46,6.527168,25,216.0,3.16,14.68,0.4486,15,4,1,3,0,0.0,67.8694,0,0.193339,0.269493
SYN009031,1630.0,2010-09-24 14:10:00,train,0,1021.39,6.929898,16,111.0,9.2,31.2,1.7913,10,4,1,4,2,0.5,187.4993,0,0.192816,0.274253
SYN009032,3704.0,2010-09-24 14:20:00,train,1,1475.45,7.297396,28,338.0,4.37,8.41,1.0511,8,4,1,6,2,0.333333,244.3451,0,0.187259,0.289872
SYN009033,326.0,2010-09-24 14:29:00,train,0,173.4,5.161352,25,59.0,2.94,11.75,0.814,12,4,1,2,0,0.0,88.2458,0,0.174823,0.25919
SYN009034,4192.0,2010-09-24 15:57:00,train,0,69.3,4.252772,23,842.0,0.08,0.1,0.0218,14,4,1,2,0,0.0,181.8208,0,0.178127,0.242517
SYN009035,4136.0,2010-09-24 16:16:00,train,0,35.82,3.606041,21,367.0,0.1,0.49,0.0264,13,4,1,1,0,0.0,19.1583,0,0.176007,0.280519
SYN009036,5875.0,2010-09-24 17:12:00,train,0,1931.92,7.566787,22,71.0,27.21,100.34,7.7598,8,4,1,0,0,-1.0,0.0,1,0.15627,0.232453
SYN009037,1229.0,2010-09-24 17:28:00,train,0,80.92,4.405743,22,271.0,0.3,0.49,0.076,14,4,1,6,1,0.166667,292.5986,0,0.175993,0.277755
SYN009038,4034.0,2010-09-24 17:30:00,train,0,135.29,4.914785,19,265.0,0.51,2.91,0.0926,8,4,0,0,0,-1.0,0.0,1,0.181148,0.247073
SYN009039,2527.0,2010-09-24 18:12:00,train,1,764.16,6.640085,17,216.0,3.54,7.65,1.0424,15,4,1,6,1,0.166667,185.6396,0,0.199369,0.347637
SYN009040,4602.0,2010-09-24 19:08:00,train,0,81.89,4.417514,27,98.0,0.84,1.25,0.2072,11,4,1,6,3,0.5,225.0542,0,0.178372,0.270048
SYN009041,4474.0,2010-09-24 19:13:00,train,0,170.52,5.1447,25,263.0,0.65,1.86,0.1797,10,4,1,4,0,0.0,91.8576,0,0.193471,0.38884
SYN009042,4221.0,2010-09-24 19:14:00,train,1,1085.09,6.990339,23,41.0,26.47,67.26,5.3355,11,4,1,1,1,1.0,7.5285,0,0.194417,0.301162
SYN009043,751.0,2010-09-24 19:24:00,train,1,288.84,5.669329,22,145.0,1.99,4.89,0.4253,15,4,1,0,0,-1.0,0.0,1,0.185964,0.435314
SYN009044,3643.0,2010-09-24 19:35:00,train,0,129.68,4.872752,20,141.0,0.92,4.87,0.1724,13,4,1,2,0,0.0,184.7375,0,0.182512,0.22825
SYN009045,83.0,2010-09-24 19:41:00,train,1,514.3,6.244749,24,38.0,13.53,16.54,4.6123,10,4,1,0,0,-1.0,0.0,1,0.189982,0.413217
SYN009046,991.0,2010-09-24 20:41:00,train,1,1085.38,6.990606,19,259.0,4.19,6.79,1.271,14,4,1,6,0,0.0,175.9667,0,0.194951,0.316955
SYN009047,3430.0,2010-09-24 21:02:00,train,1,110.96,4.718142,22,421.0,0.26,0.52,0.0752,14,4,1,3,0,0.0,74.0514,0,0.179151,0.269492
SYN009048,793.0,2010-09-24 21:15:00,train,0,625.72,6.4405,21,78.0,8.02,45.28,2.0978,14,4,0,6,1,0.166667,237.2847,0,0.162285,0.242003
SYN009049,4852.0,2010-09-24 21:23:00,train,0,100.29,4.617988,22,251.0,0.4,1.01,0.0895,10,4,1,2,0,0.0,48.6722,0,0.18146,0.285412
SYN009050,1351.0,2010-09-24 21:48:00,train,1,2001.85,7.602326,23,91.0,22.0,68.48,7.8991,10,4,1,3,0,0.0,208.5549,0,0.181194,0.258109
SYN009051,5436.0,2010-09-24 21:56:00,train,0,128.57,4.864221,24,109.0,1.18,6.89,0.3748,11,4,1,3,0,0.0,89.2785,0,0.184546,0.261282
SYN009052,602.0,2010-09-24 22:31:00,train,0,133.66,4.902753,25,444.0,0.3,0.39,0.0614,15,4,1,4,0,0.0,132.0333,0,0.188513,0.250723
SYN009053,4237.0,2010-09-24 22:40:00,train,1,3225.42,8.079128,17,279.0,11.56,25.22,2.8589,14,4,1,0,0,-1.0,0.0,1,0.183358,0.250717
SYN009054,129.0,2010-09-24 23:44:00,train,0,401.79,5.998415,17,162.0,2.48,8.35,1.0004,11,4,1,1,0,0.0,28.4674,0,0.183687,0.242497
SYN009055,2500.0,2010-09-25 00:27:00,train,0,386.39,5.959432,20,133.0,2.91,17.46,0.4521,14,5,1,6,1,0.166667,156.2229,0,0.171506,0.255649
SYN009056,3607.0,2010-09-25 01:29:00,train,0,132.85,4.89672,22,270.0,0.49,1.28,0.0914,8,5,1,1,0,0.0,139.5028,0,0.191597,0.343541
SYN009057,3235.0,2010-09-25 02:03:00,train,0,1570.8,7.359977,19,136.0,11.55,65.85,2.2976,15,5,0,0,0,-1.0,0.0,1,0.183145,0.279824
SYN009058,4702.0,2010-09-25 02:06:00,train,0,207.46,5.339747,26,294.0,0.71,0.84,0.2142,13,5,1,0,0,-1.0,0.0,1,0.173552,0.254622
SYN009059,5213.0,2010-09-25 02:19:00,train,1,258.39,5.558333,32,586.0,0.44,1.39,0.0781,8,5,1,0,0,-1.0,0.0,1,0.179956,0.241347
SYN009060,1558.0,2010-09-25 02:35:00,train,1,321.13,5.774955,24,177.0,1.81,8.64,0.3636,16,5,1,5,0,0.0,282.0493,0,0.187646,0.26693
SYN009061,1089.0,2010-09-25 03:06:00,train,1,418.31,6.038611,22,83.0,5.04,7.45,0.8969,13,5,0,7,5,0.714286,266.5688,0,0.167388,0.234666
SYN009062,1198.0,2010-09-25 03:52:00,train,0,181.15,5.204831,22,142.0,1.28,1.87,0.3381,12,5,1,2,1,0.5,98.1153,0,0.188896,0.299176
SYN009063,5875.0,2010-09-25 04:51:00,train,0,1067.99,6.97447,19,262.0,4.08,5.94,0.7785,12,5,1,1,0,0.0,0.4854,0,0.195398,0.336545
SYN009064,307.0,2010-09-25 05:23:00,train,0,234.54,5.461881,23,131.0,1.79,9.7,0.7139,14,5,1,2,0,0.0,65.7854,0,0.171449,0.225802
SYN009065,2066.0,2010-09-25 06:03:00,train,0,229.52,5.440338,29,434.0,0.53,2.04,0.1454,12,5,1,0,0,-1.0,0.0,1,0.198432,0.314368
SYN009066,2972.0,2010-09-25 06:56:00,train,0,183.9,5.219815,25,165.0,1.11,6.32,0.311,12,5,0,4,2,0.5,173.266,0,0.187129,0.246565
SYN009067,4099.0,2010-09-25 07:51:00,train,0,198.89,5.297767,21,120.0,1.66,8.89,0.6165,12,5,1,3,0,0.0,176.2174,0,0.177202,0.26449
SYN009068,5330.0,2010-09-25 08:13:00,train,0,66.8,4.216562,14,117.0,0.57,3.23,0.1735,16,5,1,5,0,0.0,210.1375,0,0.189955,0.246963
SYN009069,5711.0,2010-09-25 09:04:00,train,0,47.44,3.880326,19,158.0,0.3,0.38,0.0774,9,5,0,1,1,1.0,19.5354,0,0.191805,0.463135
SYN009070,4600.0,2010-09-25 09:12:00,train,0,387.35,5.961907,24,185.0,2.09,2.81,0.5359,10,5,1,3,1,0.333333,128.8167,0,0.189899,0.283272
SYN009071,1201.0,2010-09-25 09:39:00,train,0,73.9,4.316154,16,46.0,1.61,9.39,0.2156,11,5,1,3,1,0.333333,120.9806,0,0.171363,0.242896
SYN009072,1679.0,2010-09-25 10:28:00,train,1,106.25,4.675163,21,84.0,1.26,1.51,0.3754,15,5,1,0,0,-1.0,0.0,1,0.180407,0.272719
SYN009073,4095.0,2010-09-25 11:16:00,train,0,979.82,6.888389,14,111.0,8.83,46.89,2.8186,10,5,0,0,0,-1.0,0.0,1,0.189031,0.283013
SYN009074,1229.0,2010-09-25 11:28:00,train,0,103.27,4.646984,17,195.0,0.53,3.11,0.1121,16,5,1,7,1,0.142857,293.3486,0,0.173667,0.237656
SYN009075,1233.0,2010-09-25 11:35:00,train,0,85.09,4.455393,20,80.0,1.06,3.44,0.3837,14,5,0,1,0,0.0,48.3333,0,0.202079,0.319759
SYN009076,1117.0,2010-09-25 12:10:00,train,0,297.71,5.699473,23,539.0,0.55,0.66,0.1765,13,5,0,1,0,0.0,10.7938,0,0.19621,0.331697
SYN009077,5727.0,2010-09-25 12:15:00,train,1,500.29,6.217185,23,43.0,11.63,59.31,2.3293,13,5,1,0,0,-1.0,0.0,1,0.21262,0.371469
SYN009078,2367.0,2010-09-25 14:01:00,train,0,66.63,4.214052,19,112.0,0.59,1.71,0.1652,11,5,1,2,0,0.0,30.8597,0,0.19539,0.306386
SYN009079,4127.0,2010-09-25 14:40:00,train,0,107.96,4.690981,29,89.0,1.21,2.75,0.3454,13,5,1,1,0,0.0,13.9764,0,0.174204,0.290253
SYN009080,3282.0,2010-09-25 14:58:00,train,0,110.53,4.714294,25,131.0,0.84,2.48,0.2694,11,5,1,4,1,0.25,206.6458,0,0.192714,0.26684
SYN009081,4997.0,2010-09-25 15:10:00,train,1,2629.04,7.874754,19,56.0,46.95,127.58,16.7326,14,5,1,2,0,0.0,38.8111,0,0.167394,0.307811
SYN009082,4325.0,2010-09-25 16:34:00,train,0,625.4,6.439989,17,193.0,3.24,18.26,0.9938,14,5,1,2,1,0.5,115.4889,0,0.172274,0.238414
SYN009083,948.0,2010-09-25 16:47:00,train,1,267.73,5.593707,20,101.0,2.65,9.99,0.7544,11,5,1,1,0,0.0,4.8965,0,0.185877,0.258483
SYN009084,827.0,2010-09-25 18:01:00,train,0,68.59,4.242621,23,63.0,1.09,4.82,0.2232,10,5,0,3,1,0.333333,170.709,0,0.174444,0.285253
SYN009085,942.0,2010-09-25 18:27:00,train,0,159.77,5.079975,14,190.0,0.84,2.48,0.3599,13,5,1,2,0,0.0,24.8799,0,0.164287,0.282624
SYN009086,3102.0,2010-09-25 20:04:00,train,0,141.57,4.959833,19,29.0,4.88,26.21,1.9191,9,5,1,5,0,0.0,131.6049,0,0.170506,0.261915
SYN009087,3923.0,2010-09-25 20:21:00,train,0,90.0,4.51086,16,124.0,0.73,4.01,0.1865,15,5,1,7,2,0.285714,230.7903,0,0.179851,0.263524
SYN009088,3739.0,2010-09-25 22:18:00,train,0,210.84,5.355831,25,43.0,4.9,5.4,1.1801,15,5,1,0,0,-1.0,0.0,1,0.171583,0.247148
SYN009089,4861.0,2010-09-25 22:32:00,train,0,523.55,6.262541,19,186.0,2.81,7.33,0.5478,14,5,1,0,0,-1.0,0.0,1,0.191261,0.262653
SYN009090,3670.0,2010-09-25 22:45:00,train,0,385.91,5.958192,17,74.0,5.22,6.96,1.721,17,5,1,3,2,0.666667,268.5618,0,0.185264,0.246555
SYN009091,5704.0,2010-09-25 23:03:00,train,0,229.74,5.441292,25,160.0,1.44,1.7,0.2231,10,5,1,0,0,-1.0,0.0,1,0.170413,0.276811
SYN009092,2830.0,2010-09-25 23:42:00,train,1,219.31,5.395036,13,66.0,3.32,16.49,0.4776,12,5,1,2,0,0.0,8.0625,0,0.182574,0.315258
SYN009093,2126.0,2010-09-26 00:35:00,train,1,199.45,5.300565,20,74.0,2.7,10.03,0.6612,10,6,1,0,0,-1.0,0.0,1,0.184418,0.304062
SYN009094,3521.0,2010-09-26 01:34:00,train,0,810.2,6.698515,22,420.0,1.93,4.61,0.3718,9,6,0,1,0,0.0,63.559,0,0.172537,0.236785
SYN009095,770.0,2010-09-26 02:34:00,train,0,58.42,4.084631,26,111.0,0.53,1.54,0.1358,11,6,1,1,0,0.0,50.1979,0,0.183846,0.285278
SYN009096,3210.0,2010-09-26 02:50:00,train,0,115.07,4.754193,17,92.0,1.25,5.71,0.2908,15,6,1,2,0,0.0,66.2674,0,0.173248,0.264524
SYN009097,5271.0,2010-09-26 03:06:00,train,1,165.63,5.115776,27,314.0,0.53,0.9,0.1524,12,6,1,5,0,0.0,198.4424,0,0.185517,0.301125
SYN009098,4169.0,2010-09-26 04:03:00,train,0,274.46,5.618442,16,71.0,3.87,10.57,0.63,12,6,1,0,0,-1.0,0.0,1,0.166355,0.24254
SYN009099,5322.0,2010-09-26 04:10:00,train,0,6165.54,8.726893,19,125.0,49.32,126.62,12.2202,15,6,1,1,0,0.0,13.5861,0,0.187425,0.454708
SYN009100,890.0,2010-09-26 05:31:00,train,1,428.96,6.063692,19,155.0,2.77,11.27,0.6279,16,6,1,4,0,0.0,89.3812,0,0.177723,0.261538
SYN009101,188.0,2010-09-26 06:19:00,train,0,103.76,4.651672,26,283.0,0.37,1.64,0.0799,13,6,1,0,0,-1.0,0.0,1,0.181581,0.265961
SYN009102,2387.0,2010-09-26 06:23:00,train,0,92.56,4.538603,18,72.0,1.29,2.47,0.4033,9,6,1,2,1,0.5,75.3979,0,0.204092,0.28802
